budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,movie_name,vote_average,vote_count,Director,Producer,Actor_1,Actor_2,company_name
125000000,Adventure|Action|Thriller,955,en,Mission: Impossible II,54.931334,2000-05-24,546388105,123.0,Mission: Impossible II,5.9,1928,John Woo,Paula Wagner,Tom Cruise,Dougray Scott,Paramount Pictures
150000000,Adventure|Action|Thriller,956,en,Mission: Impossible III,63.079003,2006-05-03,397850012,126.0,Mission: Impossible III,6.5,2028,J.J. Abrams,Paula Wagner,Tom Cruise,Philip Seymour Hoffman,Paramount Pictures
22700000,Comedy|Science Fiction,957,en,Spaceballs,39.890798,1987-06-24,38119483,96.0,Spaceballs,6.7,902,Mel Brooks,Ezra Swerdlow,Mel Brooks,Rick Moranis,Brooksfilms Ltd.
70000000,Adventure|Drama|History,978,en,Seven Years in Tibet,16.92991,1997-09-12,131457682,136.0,Seven Years in Tibet,7.0,630,Jean-Jacques Annaud,John H. Williams,Brad Pitt,Jamyang Jamtsho Wangchuk,TriStar Pictures
0,Drama|Thriller|Crime|Mystery,979,fr,Irréversible,32.476098,2002-05-22,792,97.0,Irreversible,7.1,538,Gaspar Noé,Christophe Rossignon,Monica Bellucci,Vincent Cassel,Eskwad
10000,Drama|Fantasy|Horror|Science Fiction,985,en,Eraserhead,20.399578,1977-03-19,7000000,89.0,Eraserhead,7.5,485,David Lynch,David Lynch,Jack Nance,Charlotte Stewart,American Film Institute (AFI)
4000000,Romance|Drama|Comedy,987,en,The Front Page,4.117968,1974-12-01,0,105.0,The Front Page,6.9,68,Billy Wilder,Paul Monash,Jack Lemmon,Walter Matthau,Universal Studios
2000000,Drama,990,en,The Hustler,17.639478,1961-09-25,7600000,134.0,The Hustler,7.6,240,Robert Rossen,Robert Rossen,Paul Newman,Jackie Gleason,Twentieth Century Fox Film Corporation
15000000,Thriller|Drama|Mystery,1018,en,Mulholland Drive,31.60985,2001-05-16,20117339,147.0,Mulholland Drive,7.6,1477,David Lynch,Tony Krantz,Naomi Watts,Laura Harring,Asymmetrical Productions
5000000,Drama|Fantasy,1024,en,Heavenly Creatures,8.753409,1994-09-02,3049135,99.0,Heavenly Creatures,7.0,294,Peter Jackson,Jim Booth,Melanie Lynskey,Kate Winslet,WingNut Films
1800000,Action|Crime|Thriller,1051,en,The French Connection,15.978136,1971-10-09,41158757,104.0,The French Connection,7.4,422,William Friedkin,Philip D'Antoni,Gene Hackman,Fernando Rey,Twentieth Century Fox Film Corporation
21500000,Drama|Thriller|Mystery,1073,en,Arlington Road,12.819447,1999-03-19,0,117.0,Arlington Road,7.0,239,Mark Pellington,Peter Samuelson,Jeff Bridges,Tim Robbins,Lakeshore Entertainment
8000000,Drama|Family,1088,en,Whale Rider,12.439495,2003-01-30,41400000,101.0,Whale Rider,7.1,111,Niki Caro,Frank Hübner,Keisha Castle-Hughes,Rawiri Paratene,South Pacific Pictures
16000000,Thriller|Science Fiction|Mystery,1090,en,The Thirteenth Floor,19.890428,1999-04-16,18564088,100.0,The Thirteenth Floor,6.8,378,Josef Rusnak,Marco Weber,Craig Bierko,Armin Mueller-Stahl,Columbia Pictures
15000000,Horror|Mystery|Science Fiction,1091,en,The Thing,52.731379,1982-06-25,19629760,109.0,The Thing,7.8,1588,John Carpenter,Lawrence Turman,Kurt Russell,Keith David,Universal Pictures
6000000,Science Fiction|Action,1103,en,Escape from New York,24.351305,1981-05-22,50244700,99.0,Escape from New York,6.9,703,John Carpenter,Barry Bernardi,Kurt Russell,Lee Van Cleef,AVCO Embassy Pictures
6500000,Drama|History|War,1116,en,The Wind That Shakes the Barley,6.787967,2006-05-18,22889018,124.0,The Wind That Shakes the Barley,7.1,154,Ken Loach,Rebecca O'Brien,Cillian Murphy,Pádraic Delaney,BIM Distribuzione
0,Action|Drama|Thriller,1123,en,Catch a Fire,4.052219,2006-10-27,4291965,101.0,Catch a Fire,6.4,25,Phillip Noyce,Robyn Slovo,Tim Robbins,Derek Luke,Mirage Enterprises
40000000,Drama|Mystery|Thriller,1124,en,The Prestige,74.440708,2006-10-19,109676311,130.0,The Prestige,8.0,4391,Christopher Nolan,Emma Thomas,Hugh Jackman,Christian Bale,Warner Bros.
70000000,Drama,1125,en,Dreamgirls,14.486311,2006-12-25,154937680,134.0,Dreamgirls,6.6,284,Bill Condon,Laurence Mark,Jamie Foxx,Beyoncé Knowles,Paramount Pictures
25000000,Drama,1164,en,Babel,25.785925,2006-09-08,135330182,143.0,Babel,6.9,1055,Alejandro González Iñárritu,Corinne Golden Weber,Brad Pitt,Cate Blanchett,Paramount Vantage
15000000,Drama,1165,en,The Queen,19.113278,2006-09-15,123384128,103.0,The Queen,6.8,338,Stephen Frears,Andy Harries,Helen Mirren,Michael Sheen,BIM Distribuzione
40000000,Thriller|Crime|Drama,1213,en,The Talented Mr. Ripley,31.385257,1999-12-25,128798265,139.0,The Talented Mr. Ripley,7.0,767,Anthony Minghella,William Horberg,Matt Damon,Gwyneth Paltrow,Paramount Pictures
11500000,Drama|Romance,1245,en,The Remains of the Day,15.355589,1993-11-05,23237911,134.0,The Remains of the Day,7.5,202,James Ivory,Ismail Merchant,Anthony Hopkins,Emma Thompson,Columbia Pictures
24000000,Drama,1246,en,Rocky Balboa,30.445257,2006-12-20,155721132,102.0,Rocky Balboa,6.5,835,Sylvester Stallone,David Winkler,Sylvester Stallone,Burt Young,Columbia Pictures
50000000,Crime|Drama|Thriller,1248,en,Hannibal Rising,6.567065,2007-02-06,82169884,121.0,Hannibal Rising,6.0,654,Peter Webber,Martha De Laurentiis,Gaspard Ulliel,Aaran Thomas,Ingenious Film Partners
110000000,Thriller|Action|Fantasy|Horror,1250,en,Ghost Rider,46.834704,2007-02-16,228738393,114.0,Ghost Rider,5.2,1712,Mark Steven Johnson,Steven Paul,Nicolas Cage,Eva Mendes,Columbia Pictures Corporation
19000000,Action|Adventure|Drama|War,1251,en,Letters from Iwo Jima,24.47248,2006-12-19,68673228,141.0,Letters from Iwo Jima,7.2,541,Clint Eastwood,Robert Lorenz,Ken Watanabe,Kazunari Ninomiya,DreamWorks SKG
11000000,Horror|Drama|Science Fiction,1255,ko,괴물,27.65527,2006-07-27,88489643,119.0,The Host,6.7,537,Bong Joon-ho,Junyoung Jang,Song Kang-ho,,Cineclick Asia
0,Comedy,1257,en,Because I Said So,18.678415,2007-02-02,69485490,102.0,Because I Said So,5.8,191,Michael Lehmann,Paul Brooks,Diane Keaton,Mandy Moore,Universal Pictures
15000000,Drama|Romance,1259,en,Notes on a Scandal,12.576381,2006-12-25,49469904,92.0,Notes on a Scandal,6.9,235,Richard Eyre,Robert Fox,Judi Dench,Cate Blanchett,Fox Searchlight Pictures
30000000,Comedy|Drama|Fantasy|Romance,1262,en,Stranger Than Fiction,32.26789,2006-09-09,53653224,113.0,Stranger Than Fiction,7.1,721,Marc Forster,,Will Ferrell,Maggie Gyllenhaal,Mandate Pictures
60000000,Adventure|Drama|Family,1265,en,Bridge to Terabithia,40.646102,2007-02-16,137587063,96.0,Bridge to Terabithia,7.0,1113,Gábor Csupó,David Paterson,Josh Hutcherson,AnnaSophia Robb,Walden Media
20000000,Action|Crime|Drama|Thriller,1266,en,Street Kings,18.666876,2008-04-10,65569869,109.0,Street Kings,6.3,363,David Ayer,Alexandra Milchan,Keanu Reeves,Forest Whitaker,Fox Searchlight Pictures
25000000,Family|Comedy,1268,en,Mr. Bean's Holiday,27.683874,2007-03-22,229736344,90.0,Mr. Bean's Holiday,6.1,663,Steve Bendelack,Peter Bennett-Jones,Rowan Atkinson,Max Baldry,Tiger Aspect Productions
65000000,Action|Adventure|War,1271,en,300,65.197968,2006-12-09,422610419,117.0,300,7.0,4997,Zack Snyder,Bernie Goldmann,Gerard Butler,Lena Headey,Virtual Studios
50000000,Science Fiction|Thriller,1272,en,Sunshine,51.502884,2007-04-05,32017803,107.0,Sunshine,7.0,1182,Danny Boyle,Andrew Macdonald,Cillian Murphy,Rose Byrne,DNA Films
34000000,Adventure|Animation|Comedy|Family,1273,en,TMNT,18.39217,2007-03-23,95608995,90.0,TMNT,6.0,345,Kevin Munroe,Galen Walker,Chris Evans,Sarah Michelle Gellar,The Weinstein Company
0,Documentary,1282,en,Dogtown and Z-Boys,3.291609,2001-01-18,0,91.0,Dogtown and Z-Boys,7.2,52,Stacy Peralta,,Sean Penn,Jay Adams,Agi Orsi Productions
7000000,Thriller|Drama|Crime,1359,en,American Psycho,45.310443,2000-04-13,34266564,102.0,American Psycho,7.3,2066,Mary Harron,Edward R. Pressman,Christian Bale,Willem Dafoe,Lions Gate Films
12000000,Drama|Romance,1360,en,Frida,18.422327,2002-08-29,56298474,123.0,Frida,7.3,383,Julie Taymor,Lizz Speed,Salma Hayek,Alfred Molina,Miramax Films
4000000,Drama|Romance,1365,en,Monster's Ball,14.042041,2001-11-11,44909486,111.0,Monster's Ball,6.5,250,Marc Forster,Lee Daniels,Halle Berry,Billy Bob Thornton,Lions Gate Films
1000000,Drama,1366,en,Rocky,72.19808,1976-11-21,117235147,119.0,Rocky,7.5,1791,John G. Avildsen,Robert Chartoff,Sylvester Stallone,Talia Shire,United Artists
15000000,Action|Adventure|Thriller|War,1368,en,First Blood,63.071046,1982-10-22,125212904,93.0,First Blood,7.2,1488,Ted Kotcheff,Buzz Feitshans,Sylvester Stallone,Richard Crenna,Orion Pictures
44000000,Action|Adventure|Thriller|War,1369,en,Rambo: First Blood Part II,38.653969,1985-05-21,300400432,96.0,Rambo: First Blood Part II,6.3,864,George P. Cosmatos,Buzz Feitshans,Sylvester Stallone,Richard Crenna,TriStar Pictures
63000000,Action|Adventure|Thriller|War,1370,en,Rambo III,31.294717,1988-05-24,189015611,102.0,Rambo III,5.7,690,Peter MacDonald,Buzz Feitshans,Sylvester Stallone,Richard Crenna,TriStar Pictures
100000000,Drama|Thriller|Action,1372,en,Blood Diamond,52.792678,2006-12-07,170877916,143.0,Blood Diamond,7.3,2281,Edward Zwick,Philip Key,Leonardo DiCaprio,Djimon Hounsou,Bedford Falls Productions
2000000,Romance|Drama|Comedy,1378,en,Shortbus,14.846001,2006-05-20,5179037,101.0,Shortbus,6.3,140,John Cameron Mitchell,Pamela Hirsch,Sook-Yin Lee,Paul Dawson,Fortissimo Films
35000000,Drama|Adventure|Science Fiction|Romance,1381,en,The Fountain,24.606012,2006-09-06,15304890,96.0,The Fountain,6.8,827,Darren Aronofsky,Arnon Milchan,Hugh Jackman,Rachel Weisz,Regency Enterprises
0,Comedy|Drama,1382,en,Me and You and Everyone We Know,9.719094,2005-06-17,0,90.0,Me and You and Everyone We Know,7.0,107,Miranda July,Gina Kwon,Miranda July,John Hawkes,IFC Films
48000000,Romance|Comedy|Crime,1389,en,Out of Sight,16.000178,1998-06-26,77745568,123.0,Out of Sight,6.5,333,Steven Soderbergh,Stacey Sher,George Clooney,Jennifer Lopez,Universal Pictures
5000000,Drama|Romance,1391,es,Y tu mamá también,16.890285,2001-06-08,33616692,106.0,Y Tu Mamá También,7.3,315,Alfonso Cuarón,Jorge Vergara,Gael García Bernal,Diego Luna,Bésame Mucho Pictures
55000000,Drama,1402,en,The Pursuit of Happyness,80.581367,2006-12-14,307077295,117.0,The Pursuit of Happyness,7.7,2525,Gabriele Muccino,Will Smith,Will Smith,Jaden Smith,Columbia Pictures Corporation
98000000,Action|Adventure,1408,en,Cutthroat Island,7.029308,1995-12-22,10017322,119.0,Cutthroat Island,5.7,136,Renny Harlin,James Gorman,Geena Davis,Matthew Modine,Le Studio Canal+
1200000,Drama,1412,en,"Sex, Lies, and Videotape",10.869492,1989-08-18,0,100.0,"Sex, Lies, and Videotape",6.7,185,Steven Soderbergh,Nick Wechsler,Andie MacDowell,Peter Gallagher,Miramax Films
5000000,Comedy|Drama|Crime,1415,en,Party Monster,4.129165,2003-09-05,742898,98.0,Party Monster,5.9,58,Randy Barbato,Brad Simpson,Seth Green,Macaulay Culkin,ContentFilm
19000000,Fantasy|Drama|War,1417,es,El laberinto del fauno,90.809408,2006-05-27,83258226,118.0,Pan's Labyrinth,7.6,3041,Guillermo del Toro,Bertha Navarro,Ivana Baquero,Maribel Verdú,Estudios Picasso
90000000,Drama|Thriller|Crime,1422,en,The Departed,63.429157,2006-10-05,289847354,151.0,The Departed,7.9,4339,Martin Scorsese,Graham King,Leonardo DiCaprio,Matt Damon,Vertigo Entertainment
0,Drama|Mystery|Thriller,1424,en,November,5.742359,2004-07-22,0,73.0,November,4.9,11,Greg Harrison,Gary Winick,Courteney Cox,James Le Gros,IFC Productions
50000000,Crime|Fantasy|Drama,1427,en,Perfume: The Story of a Murderer,42.551902,2006-09-13,132180323,147.0,Perfume: The Story of a Murderer,7.1,1165,Tom Tykwer,Gigi Oeri,Ben Whishaw,Simon Chandler,Davis-Films
29000000,Action,1428,en,Once Upon a Time in Mexico,27.555646,2003-09-11,98185582,102.0,Once Upon a Time in Mexico,6.2,594,Robert Rodriguez,Carlos Gallardo,Antonio Banderas,Salma Hayek,Columbia Pictures Corporation
15000000,Crime|Drama,1429,en,25th Hour,30.196039,2002-12-16,13060843,135.0,25th Hour,7.2,629,Spike Lee,Julia Chasman,Edward Norton,Philip Seymour Hoffman,40 Acres & A Mule Filmworks
4000000,Documentary,1430,en,Bowling for Columbine,11.414843,2002-10-09,35564473,120.0,Bowling for Columbine,7.3,453,Michael Moore,Charles Bishop,Michael Moore,George H. W. Bush,Alliance Atlantis Communications
218,Documentary|Drama,1435,en,Tarnation,1.063439,2003-10-19,1162014,91.0,Tarnation,7.5,22,Jonathan Caouette,Stephen Winter,Renee Leblanc,Adolph Davis,
75000000,Drama|History|Romance,1439,en,Anna and the King,13.327372,1999-12-16,0,148.0,Anna and the King,6.4,197,Andy Tennant,Ed Elbert,Jodie Foster,Chow Yun-fat,Fox 2000 Pictures
26000000,Romance|Drama,1440,en,Little Children,11.942862,2006-10-06,14821658,136.0,Little Children,6.9,240,Todd Field,Ron Yerxa,Kate Winslet,Patrick Wilson,New Line Cinema
6000000,Drama|Romance,1443,en,The Virgin Suicides,26.218912,1999-04-21,10409377,97.0,The Virgin Suicides,7.1,817,Sofia Coppola,Julie Costanzo,James Woods,Kathleen Turner,American Zoetrope
270000000,Adventure|Fantasy|Action|Science Fiction,1452,en,Superman Returns,57.925623,2006-06-28,391081192,154.0,Superman Returns,5.4,1400,Bryan Singer,Bryan Singer,Brandon Routh,Kevin Spacey,DC Comics
66000000,Fantasy|Action|Science Fiction,1487,en,Hellboy,47.479755,2004-04-02,99318987,122.0,Hellboy,6.5,2225,Guillermo del Toro,Mike Richardson,Ron Perlman,Selma Blair,Revolution Studios
40000000,Fantasy|Drama|Thriller|Romance,1491,en,The Illusionist,36.960953,2006-08-18,86915017,110.0,The Illusionist,7.1,1615,Neil Burger,Michael London,Edward Norton,Jessica Biel,Michael London Productions
45000000,Comedy|Crime|Action,1493,en,Miss Congeniality,32.624355,2000-12-14,212000000,111.0,Miss Congeniality,6.1,961,Donald Petrie,Sandra Bullock,Sandra Bullock,Benjamin Bratt,Village Roadshow Pictures
110,Action|Drama|Fantasy,1494,zh,滿城盡帶黃金甲,9.950505,2006-12-21,0,114.0,Curse of the Golden Flower,6.6,203,Zhang Yimou,Zhang Weiping,Chow Yun-fat,Gong Li,Beijing New Picture Film Co. Ltd.
130000000,Drama|Action|Adventure|History|War,1495,en,Kingdom of Heaven,44.490453,2005-05-03,211643158,144.0,Kingdom of Heaven,6.6,1157,Ridley Scott,Ridley Scott,Orlando Bloom,Eva Green,Studio Babelsberg
25000000,Science Fiction|Adventure|Action|Comedy|Family,1497,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,15.505137,1991-03-22,78000000,88.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286,Michael Pressman,Kim Dawson,Paige Turco,David Warner,New Line Cinema
21000000,Action|Adventure|Comedy|Family|Fantasy|Science Fiction,1499,en,Teenage Mutant Ninja Turtles III,10.207065,1993-03-17,42000000,96.0,Teenage Mutant Ninja Turtles III,5.1,184,Stuart Gillard,Kim Dawson,Paige Turco,Stuart Wilson,New Line Cinema
6000000,Drama,1523,en,The Last King of Scotland,26.286954,2006-09-01,48027970,121.0,The Last King of Scotland,7.4,558,Kevin Macdonald,Charles Steel,Forest Whitaker,James McAvoy,Fox Searchlight Pictures
92000000,Action|Crime|Thriller,1535,en,Spy Game,27.166757,2001-11-18,143049560,126.0,Spy Game,6.8,579,Tony Scott,Marc Abraham,Robert Redford,Brad Pitt,Universal Pictures
45000000,Action|Adventure|Crime|Thriller,1537,en,Changing Lanes,17.270539,2002-04-07,94935764,89.0,Changing Lanes,5.9,299,Roger Michell,Scott Rudin,Ben Affleck,Samuel L. Jackson,Paramount Pictures
65000000,Drama|Crime|Thriller,1538,en,Collateral,44.815022,2004-08-04,217764291,120.0,Collateral,7.0,1451,Michael Mann,Julie Richardson,Tom Cruise,Jamie Foxx,Paramount Pictures
10000000,Comedy|Crime,1542,en,Office Space,18.366362,1999-02-19,12827813,89.0,Office Space,7.4,1050,Mike Judge,Daniel Rappaport,Ron Livingston,Jennifer Aniston,Twentieth Century Fox Film Corporation
0,Drama|Comedy|Romance,1544,en,Imagine Me & You,9.100352,2005-02-01,2455831,93.0,Imagine Me & You,7.0,177,Ol Parker,Barnaby Thompson,Piper Perabo,Lena Headey,BBC Films
0,Comedy|Drama,1546,en,Thumbsucker,4.757625,2005-01-23,1919197,96.0,Thumbsucker,6.1,67,Mike Mills,Bob Stephenson,Lou Taylor Pucci,Tilda Swinton,Sony Pictures Classics
8500000,Horror|Comedy,1547,en,The Lost Boys,24.750909,1987-07-31,32222567,97.0,The Lost Boys,6.8,538,Joel Schumacher,Harvey Bernhard,Jason Patric,Corey Haim,Warner Bros.
7000000,Comedy|Drama,1548,en,Ghost World,14.072941,2001-07-20,0,111.0,Ghost World,7.1,426,Terry Zwigoff,Russell Smith,Thora Birch,Scarlett Johansson,United Artists
300000,Comedy|Drama,1550,en,Pieces of April,4.270596,2003-01-19,0,81.0,Pieces of April,6.4,64,Peter Hedges,Alexis Alexanian,Katie Holmes,Derek Luke,Kalkaska Productions
26000000,Drama|Horror|Science Fiction|Thriller,1551,en,Flatliners,24.114459,1990-08-09,61489265,115.0,Flatliners,6.3,404,Joel Schumacher,Rick Bieber,Kiefer Sutherland,Julia Roberts,Columbia Pictures Corporation
5300000,Drama|Comedy|Romance,1555,fr,L'Auberge espagnole,13.034602,2002-05-17,3897799,122.0,The Spanish Apartment,7.0,266,Cédric Klapisch,Bruno Levy,Romain Duris,Audrey Tautou,Mate Producciones S.A.
15000000,Horror|Thriller|Science Fiction,1562,en,28 Weeks Later,34.759855,2007-04-26,64238440,100.0,28 Weeks Later,6.5,1197,Juan Carlos Fresnadillo,Enrique López Lavigne,Imogen Poots,Robert Carlyle,DNA Films
110000000,Action|Thriller,1571,en,Live Free or Die Hard,48.93337,2007-06-20,383531464,128.0,Live Free or Die Hard,6.4,2089,Len Wiseman,Michael Fottrell,Bruce Willis,Justin Long,Ingenious Film Partners
90000000,Action|Thriller,1572,en,Die Hard: With a Vengeance,51.881077,1995-05-19,366101666,128.0,Die Hard: With a Vengeance,6.9,2066,John McTiernan,Michael Tadross,Bruce Willis,Jeremy Irons,Twentieth Century Fox Film Corporation
70000000,Action|Thriller,1573,en,Die Hard 2,57.69847,1990-07-02,240031094,124.0,Die Hard 2,6.6,1896,Renny Harlin,Charles Gordon,Bruce Willis,Bonnie Bedelia,Twentieth Century Fox Film Corporation
45000000,Action|Comedy|Crime|Drama|Music,1574,en,Chicago,32.217425,2002-12-26,306776732,113.0,Chicago,6.9,677,Rob Marshall,Martin Richards,Catherine Zeta-Jones,Renée Zellweger,Miramax Films
33000000,Horror|Action|Science Fiction,1576,en,Resident Evil,40.715623,2002-03-15,102984862,100.0,Resident Evil,6.4,2065,Paul W.S. Anderson,Samuel Hadida,Milla Jovovich,Michelle Rodriguez,Impact Pictures
45000000,Horror|Action|Science Fiction,1577,en,Resident Evil: Apocalypse,29.880122,2004-09-10,129394835,94.0,Resident Evil: Apocalypse,6.1,1267,Alexander Witt,Don Carmody,Milla Jovovich,Sienna Guillory,Impact Pictures
18000000,Drama,1578,en,Raging Bull,35.524457,1980-11-14,23000000,129.0,Raging Bull,7.7,938,Martin Scorsese,Robert Chartoff,Robert De Niro,Joe Pesci,United Artists
40000000,Action|Adventure|Drama|Thriller,1579,en,Apocalypto,41.570047,2006-12-07,120175290,139.0,Apocalypto,7.3,1221,Mel Gibson,Bruce Davey,Rudy Youngblood,Raoul Max Trujillo,Icon Productions
85000000,Comedy|Romance,1581,en,The Holiday,44.967453,2006-12-08,194168700,136.0,The Holiday,6.7,1225,Nancy Meyers,Bruce A. Block,Cameron Diaz,Kate Winslet,Columbia Pictures
35000000,Comedy|Music,1584,en,School of Rock,43.057323,2003-10-03,131282949,108.0,School of Rock,6.7,1414,Richard Linklater,Scott Rudin,Jack Black,Joan Cusack,Paramount Pictures
3180000,Drama|Family|Fantasy,1585,en,It's a Wonderful Life,42.868495,1946-12-20,9644124,130.0,It's a Wonderful Life,8.0,1076,Frank Capra,Frank Capra,James Stewart,Donna Reed,RKO Radio Pictures
40000000,Thriller|Mystery,1586,en,Secret Window,32.908414,2004-03-12,92913171,96.0,Secret Window,6.4,972,David Koepp,Gavin Polone,Johnny Depp,John Turturro,Columbia Pictures Corporation
11000000,Romance|Drama,1587,en,What's Eating Gilbert Grape,33.282794,1993-12-17,30000000,118.0,What's Eating Gilbert Grape,7.5,919,Lasse Hallström,,Johnny Depp,Leonardo DiCaprio,Paramount Pictures
28000000,Comedy,1588,en,Bring It On,14.754281,2000-08-25,90449929,98.0,Bring It On,5.8,568,Peyton Reed,Thomas A. Bliss,Kirsten Dunst,Jesse Bradford,Beacon Communications
11000000,Drama,1590,en,Copying Beethoven,5.062687,2006-09-10,0,104.0,Copying Beethoven,6.2,42,Agnieszka Holland,Bruce Webb,Ed Harris,Diane Kruger,Sidney Kimmel Entertainment
0,Drama,1591,de,Nirgendwo in Afrika,3.481517,2001-12-11,0,140.0,Nowhere in Africa,7.0,32,Caroline Link,Thilo Kleine,Juliane Köhler,Merab Ninidze,MTM Cineteve
110000000,Action|Adventure|Comedy|Family|Fantasy,1593,en,Night at the Museum,48.780039,2006-10-20,574480841,108.0,Night at the Museum,6.3,2862,Shawn Levy,Michael Barnathan,Ben Stiller,Jake Cherry,Ingenious Film Partners
55000000,Comedy|Romance,1597,en,Meet the Parents,29.97224,2000-10-06,330444045,108.0,Meet the Parents,6.6,1698,Jay Roach,Nancy Tenenbaum,Ben Stiller,Robert De Niro,DreamWorks SKG
35000000,Crime|Thriller,1598,en,Cape Fear,27.714043,1991-11-15,182300000,128.0,Cape Fear,7.0,675,Martin Scorsese,Barbara De Fina,Robert De Niro,Nick Nolte,Universal Pictures
22000000,Comedy|Romance,1599,en,I Heart Huckabees,14.925633,2004-09-10,0,106.0,I Heart Huckabees,6.2,239,David O. Russell,,Jason Schwartzman,Dustin Hoffman,Fox Searchlight Pictures
28,Thriller|Action|Comedy|Crime,1613,en,The 51st State,9.670031,2001-12-07,14,93.0,The 51st State,5.9,173,Ronny Yu,David Pupkewitz,Samuel L. Jackson,Robert Carlyle,Film Council
8500000,Action|Crime|Drama|Thriller,1619,en,The Way of the Gun,8.775844,2000-09-08,19125401,119.0,The Way of the Gun,6.4,100,Christopher McQuarrie,Kenneth Kokin,Benicio del Toro,Ryan Phillippe,
24000000,Action|Crime|Drama|Thriller,1620,en,Hitman,42.669304,2007-11-21,99965753,89.0,Hitman,5.9,966,Xavier Gens,Daniel Alter,Timothy Olyphant,Dougray Scott,Twentieth Century Fox Film Corporation
40600000,Comedy,1621,en,Trading Places,34.022209,1983-06-07,90400000,116.0,Trading Places,7.1,738,John Landis,Sam Williams,Eddie Murphy,Dan Aykroyd,Paramount Pictures
45000000,Comedy,1624,en,Liar Liar,26.721386,1997-03-21,181000000,86.0,Liar Liar,6.4,1424,Tom Shadyac,Brian Grazer,Jim Carrey,Maura Tierney,Imagine Entertainment
126000000,Action|Thriller|Science Fiction|Adventure,1635,en,The Island,37.68056,2005-07-20,162949164,136.0,The Island,6.5,1770,Michael Bay,Ian Bryce,Ewan McGregor,Scarlett Johansson,DreamWorks SKG
48000000,Fantasy|Comedy|Romance,1636,en,Bedazzled,19.348007,2000-10-19,90383208,93.0,Bedazzled,5.6,512,Harold Ramis,Suzanne Herrington,Elizabeth Hurley,Brendan Fraser,Twentieth Century Fox Film Corporation
30000000,Action|Adventure|Crime,1637,en,Speed,49.526736,1994-06-09,350448145,116.0,Speed,6.8,1783,Jan de Bont,Mark Gordon,Keanu Reeves,Dennis Hopper,Twentieth Century Fox Film Corporation
160000000,Action|Adventure|Thriller,1639,en,Speed 2: Cruise Control,23.336875,1997-06-13,164508066,121.0,Speed 2: Cruise Control,4.1,434,Jan de Bont,Michael Peyser,Sandra Bullock,Jason Patric,Twentieth Century Fox Film Corporation
6500000,Drama,1640,en,Crash,28.223163,2004-01-13,98410061,112.0,Crash,7.2,1149,Paul Haggis,Robert Moresco,Sandra Bullock,Don Cheadle,Blackfriars Bridge Films
22000000,Crime|Drama|Mystery|Thriller|Action,1642,en,The Net,23.218144,1995-07-28,110627965,114.0,The Net,5.6,354,Irwin Winkler,Rob Cowan,Sandra Bullock,Jeremy Northam,Columbia Pictures
40000000,Crime|Drama|Thriller,1645,en,A Time to Kill,25.219805,1996-07-24,152266007,149.0,A Time to Kill,7.0,509,Joel Schumacher,John Grisham,Matthew McConaughey,Sandra Bullock,Regency Enterprises
21000000,Crime|Drama,1646,en,Freedom Writers,17.746981,2007-01-05,41170784,123.0,Freedom Writers,7.5,356,Richard LaGravenese,Stacey Sher,Hilary Swank,Scott Glenn,Double Feature Films
10000000,Adventure|Comedy|Science Fiction,1648,en,Bill & Ted's Excellent Adventure,25.929893,1989-02-17,40485039,90.0,Bill & Ted's Excellent Adventure,6.7,454,Stephen Herek,Joel Soisson,Keanu Reeves,Alex Winter,Orion Pictures
0,Adventure|Comedy|Family|Fantasy|Science Fiction,1649,en,Bill & Ted's Bogus Journey,11.349664,1991-07-19,0,98.0,Bill & Ted's Bogus Journey,5.9,308,Peter Hewitt,Scott Kroopf,Keanu Reeves,Alex Winter,Orion Pictures
0,Crime|Drama|Romance,1651,fr,La sirène du Mississipi,3.654018,1969-06-18,0,123.0,Mississippi Mermaid,6.7,32,François Truffaut,Marcel Berbert,Jean-Paul Belmondo,Catherine Deneuve,Les Films du Carrosse
75000000,Action|Adventure,1656,en,The Legend of Zorro,31.054334,2005-10-24,142400065,129.0,The Legend of Zorro,5.9,893,Martin Campbell,Laurie MacDonald,Antonio Banderas,Catherine Zeta-Jones,Amblin Entertainment
8000000,Documentary|Family,1667,fr,La Marche de l'empereur,17.537154,2005-01-26,127392239,80.0,March of the Penguins,6.9,358,Jérôme Maison,Emmanuel Priou,Morgan Freeman,Charles Berling,Wild Bunch
30000000,Action|Adventure|Thriller,1669,en,The Hunt for Red October,46.212155,1990-03-02,199200000,134.0,The Hunt for Red October,7.2,957,John McTiernan,Mace Neufeld,Alec Baldwin,Sean Connery,Paramount Pictures
40000000,Drama|Music,1677,en,Ray,21.743321,2004-10-29,124731534,152.0,Ray,7.2,467,Taylor Hackford,Stuart Benjamin,Jamie Foxx,Kerry Washington,Universal Pictures
40000000,Horror,1683,en,The Reaping,13.445697,2007-04-05,62771059,99.0,The Reaping,5.4,205,Stephen Hopkins,Herb Gains,Hilary Swank,David Morrissey,Village Roadshow Pictures
